Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Heart_Rate,Overstimulated,screen_per_sleep,stress_sleep_inter,tech_per_work,caff_headache,high_stress_flag,low_sleep_flag,hr_age_ratio,log_Screen_Time,sqrt_Tech_Usage_Hours,hr_bin
23.0,3.126868287,1.600713335,8,2,6,12,0.640453751,2,1,3,3,3,0,6,6,3,1,7.275592161,90.1,1,0.5119220498455073,25.014946296,0.6062992962250586,6,1,1,3.917391134026472,0.9557857670131042,2.697330562055752,2
20.0,4.772906685,3.119440361,5,0,2,4,0.507815032,2,0,4,3,2,0,5,4,3,1,4.780993215,84.7,1,0.6535723225495405,23.864533424999998,1.1952480049379985,6,0,1,4.23499978825001,1.4157173194263277,2.1865482420930027,1
27.0,8.064105636,4.276453382,6,1,9,6,1.25000415,1,0,7,3,3,0,3,7,5,2,6.987980279,87.1,0,0.5303071468461171,48.384633816000004,1.1646631857228025,5,0,0,3.225925806447192,1.6632541640667626,2.6434788213639995,2
24.0,6.39566262,4.660024242,5,1,9,14,2.776160143,2,1,8,3,3,1,8,7,0,4,3.783051779,79.2,0,0.7286224727997812,31.9783131,0.27021796491300254,0,0,0,3.2999998625000058,1.7334281752447886,1.945006884049514,1
29.0,5.335398771,11.3391681,7,2,1,13,1.675409897,3,1,4,4,1,1,3,3,1,1,9.536321992,84.2,1,2.125270567658837,37.347791397,0.7335631737259097,3,1,0,2.9034481757431663,2.5127786012938955,3.088093585369459,1
21.0,3.529898091,8.806384779,7,0,7,10,0.446311285,2,1,6,4,2,1,4,5,3,2,6.661122697,89.1,1,2.4947978828780633,24.709286637,0.6661122030887797,6,1,1,4.242856940816336,2.2830336815985093,2.580915089072091,2
19.0,9.776460684,9.519341634,7,4,0,7,2.581575678,0,1,1,3,1,1,8,8,1,2,4.380274253,73.3,1,0.9737000912691349,68.435224788,0.6257533753209463,0,1,0,3.857894533795024,2.3532156230318173,2.092910474196161,1
23.0,5.628282499,5.711869806,8,1,6,10,2.029168708,4,1,7,1,4,0,7,2,4,4,7.035777912,88.8,1,1.0148511188206584,45.026259992,0.703577720842228,16,1,0,3.860869397353504,1.9038775717777305,2.652504083314482,2
29.0,9.980276477,1.11564547,6,2,0,10,0.437577402,2,1,1,3,4,0,6,8,6,1,5.796185859,81.6,0,0.11178501525343913,59.881658862,0.5796185279381473,12,0,0,2.8137930064209304,0.7493599526994638,2.40752691760653,1
20.0,6.913414995,9.380788838,1,1,8,5,2.864517629,4,0,8,6,0,0,9,1,4,4,6.483334134,71.4,1,1.356896336743584,6.913414995,1.2966665674666864,16,0,0,3.569999821500009,2.3399568708039538,2.546239213821042,1
25.0,8.059164266,4.693980011,7,3,8,14,1.127181771,1,0,3,7,2,0,6,2,4,1,1.287188881,81.6,0,0.5824399743733957,56.414149862,0.0919420563612817,4,1,0,3.263999869440005,1.739409478312276,1.134543468096309,1
19.0,3.03719433,11.54759061,3,3,8,11,1.59344029,3,1,3,3,4,1,3,2,6,4,7.184198591,78.5,1,3.8020572782850945,9.11158299,0.6531089034446452,18,0,1,4.131578729916908,2.5295286638797143,2.680335537017707,1
22.0,8.409667013,7.378125337,1,2,9,10,0.770213324,3,0,1,7,0,0,9,8,3,3,7.702483958,73.2,0,0.8773384782365488,8.409667013,0.7702483187751682,9,0,0,3.3272725760330646,2.1256241826659834,2.7753349271754573,1
19.0,8.621014504,1.908293738,6,4,1,5,2.778437242,0,0,9,1,1,1,8,7,2,1,2.617688364,75.7,0,0.22135370677788313,51.726087023999995,0.5235375680924864,0,0,0,3.9842103166205094,1.0675665648864432,1.6179271813032872,1
23.0,3.982271627,5.83519236,1,1,0,10,0.766926088,4,0,9,9,4,0,7,9,4,4,3.271636986,71.1,1,1.4652920346128777,3.982271627,0.32716366588363344,16,0,1,3.0913042134215556,1.9220846131595588,1.8087667030327599,1
19.0,4.189167042,1.956637223,5,1,8,8,2.458003872,1,0,5,2,3,0,8,9,4,3,1.835894705,79.8,1,0.4670705981194917,20.945835210000002,0.22948680943914884,4,0,1,4.1999997789473795,1.084052549204695,1.3549519198111792,1
22.0,8.249844589,11.3917812,3,4,4,12,2.269812465,0,1,3,9,0,1,9,2,3,3,9.045660029,74.8,1,1.380847808253445,24.749533767000003,0.7538049395995885,0,0,0,3.3999998454545524,2.5170334464060744,3.0076003772110416,1
18.0,9.357599421,4.683661192,6,4,5,11,0.155733509,1,1,9,8,2,1,6,7,1,4,8.689164101,78.9,0,0.5005194688041061,56.145596526,0.7899239373705511,1,0,0,4.383333089814829,1.7375956011394778,2.9477388115299497,1
29.0,7.180087142,11.0055493,9,2,9,13,2.81421779,3,0,5,8,3,1,2,8,6,1,7.358190529,89.3,1,1.5327874926246274,64.620784278,0.5660146125373375,18,1,0,3.0793102386444744,2.4853689845614726,2.7125984828204857,2
28.0,7.42673927,2.004583078,6,3,3,11,0.598375998,4,0,9,6,4,0,3,5,6,4,8.897390586,86.4,0,0.26991425647365475,44.56043562,0.8088536161042168,24,0,0,3.085714175510208,1.1001388155994403,2.982849407194403,2
27.0,4.095337012,2.775924546,2,0,6,6,0.787528923,0,1,7,2,4,0,8,2,4,4,8.753255594,73.7,1,0.6778255025265544,8.190674024,1.458875689187385,0,0,1,2.72962952853224,1.3286452655624146,2.9585901361966314,1
20.0,6.317448541,11.56820933,7,3,7,7,2.236753015,3,0,5,9,1,1,7,7,2,1,7.045329299,88.2,1,1.8311518366585715,44.222139787,1.006475470360647,6,1,0,4.409999779500011,2.5311705566071026,2.6543039198629836,2
27.0,4.415779264,3.833951986,5,4,2,12,2.551753409,1,0,7,9,3,1,4,8,0,1,6.720964941,80.7,1,0.8682388517509801,22.078896320000002,0.5600803650766363,0,0,1,2.9888887781893043,1.575664349670937,2.592482389718395,1
27.0,4.690504396,8.621998021,6,0,0,13,0.10989492,0,1,4,3,2,0,2,9,4,4,8.390139669,85.7,1,1.8381810259407705,28.143026375999998,0.6453953095080531,0,0,1,3.1740739565157794,2.264051937602745,2.8965737810385566,2
29.0,4.504388459,9.06476416,8,2,0,7,1.790173012,1,0,3,6,2,0,7,2,3,4,8.370120489,88.2,1,2.012429041162979,36.035107672,1.1957313276098103,3,1,1,3.0413792054696827,2.309040627123239,2.8931160517684043,2
18.0,6.549417527,6.920421121,5,4,8,11,0.905945739,3,1,2,1,3,1,7,8,4,2,4.323969571,76.3,0,1.056646646182488,32.747087635,0.3930881070828994,12,0,0,4.238888653395074,2.0694443762561967,2.079415680185181,1
22.0,4.315442666,6.866559026,3,0,3,14,1.296153083,1,1,9,6,3,0,9,4,2,4,3.059349268,71.2,1,1.5911594629538144,12.946327998000001,0.218524932105362,2,0,1,3.236363489256205,2.0626207401342467,1.7490995592018197,1
25.0,7.873093016,2.860780832,8,2,4,11,0.819116499,2,0,6,6,3,1,1,7,5,4,6.555633891,86.5,1,0.3633617007730649,62.984744128,0.5959666631848489,10,1,0,3.4599998616000054,1.3508694511021657,2.5603972135198085,2
29.0,5.679591351,11.7520222,2,1,0,12,2.725484602,0,1,2,1,1,1,1,4,5,1,1.598157124,70.1,1,2.0691664953613853,11.359182702,0.1331797492350209,0,0,0,2.4172412959571963,2.5456898629497315,1.2641823934860033,1
18.0,8.752816626,10.38648905,4,2,5,4,1.393600754,4,0,1,2,2,1,4,1,3,2,1.200178441,75.9,1,1.1866452031568926,35.011266504,0.3000445352388662,12,0,0,4.21666643240742,2.4324274814772036,1.0955265587834921,1
29.0,4.848433893,8.644671464,3,0,3,11,0.366818558,4,0,8,9,4,0,1,1,6,1,4.454916695,75.1,1,1.7829818600804297,14.545301679000001,0.4049923900006918,24,0,1,2.5896550831153418,2.266405582947059,2.1106673577330937,1
23.0,4.886583036,5.080710839,1,4,0,10,1.163696704,4,1,7,5,1,0,7,6,4,1,5.882616091,73.2,1,1.0397264840980625,4.886583036,0.588261550273845,16,0,1,3.182608557277889,1.805121603453341,2.4254104994825103,1
19.0,4.531009291,5.229673951,3,4,5,13,0.635576709,2,1,7,1,3,0,4,2,4,4,8.1940611,75.0,1,1.1541959993751865,13.593027873,0.6303123438221275,8,0,1,3.9473682132964094,1.8293239961168197,2.8625270479071463,1
26.0,7.167122861,4.816548454,9,4,8,7,0.177031411,2,1,2,4,3,1,1,8,5,3,1.658068557,95.3,1,0.6720336563749529,64.504105749,0.23686690287615672,10,1,0,3.665384474408289,1.7607070366792539,1.2876601092679698,2
18.0,8.325959317,7.341377935,3,3,4,11,0.022210376,3,0,1,8,1,0,5,1,3,2,5.369947309,77.0,0,0.881745487065357,24.977877951000004,0.4881769837111833,9,0,0,4.27777754012347,2.1212284227473113,2.317314676300998,1
23.0,3.618694629,9.909766181,4,1,4,10,1.550852329,2,0,9,3,3,1,2,9,6,2,7.086153008,77.9,1,2.7384912125749827,14.474778516,0.708615229938477,12,0,1,3.3869563744801576,2.389658367992954,2.6619829090360443,1
22.0,5.578430497,3.468212778,5,0,8,4,2.015303881,0,0,6,8,0,1,9,5,3,3,9.057599707,78.9,0,0.6217182697080988,27.892152485,2.2643993606501596,0,0,0,3.586363473347115,1.496988502722987,3.0095846402784554,1
29.0,4.817035145,1.099957384,6,3,4,5,0.308460671,3,0,2,5,4,1,3,1,1,1,9.934116557,80.7,1,0.22834733867250231,28.90221087,1.986822914035417,3,0,1,2.782758524732465,0.7419170511901315,3.1518433585760572,1
25.0,4.743061153,5.339273299,8,1,8,4,0.602234848,1,1,4,1,0,0,9,4,0,2,8.053836724,86.4,1,1.12570173587603,37.944489224,2.0134586776353305,0,1,1,3.4559998617600054,1.846764140270743,2.8379282450407373,2
18.0,3.470791398,3.683948326,9,3,2,13,1.802527278,0,1,6,5,3,0,8,2,0,3,7.436831598,91.0,1,1.061414196977851,31.237122581999998,0.5720639250720059,0,1,1,5.055555274691374,1.5441414136507063,2.727055481283797,2
25.0,3.664425558,11.6340765,7,1,0,5,0.480880421,3,1,5,7,3,0,2,3,0,4,5.970044321,95.3,1,3.174869605341399,25.650978906,1.194008625398275,0,1,1,3.811999847520006,2.5363976475476178,2.443367414246167,2
22.0,8.646655371,10.85111315,9,1,5,6,1.532414662,2,1,3,2,3,0,5,4,2,1,9.395099407,83.4,1,1.2549490443951865,77.81989833899999,1.5658496401917266,4,1,0,3.7909089185950493,2.4724217998782247,3.0651426405634044,1
18.0,4.690475397,4.530967502,9,2,8,12,2.741207025,0,0,6,4,0,0,5,6,4,3,6.183577636,95.6,1,0.9659930289592714,42.214278573,0.5152980933918255,0,1,1,5.311110816049398,1.7103627553850824,2.486680042948831,2
27.0,5.878340626,8.56546127,4,3,3,8,0.761632645,4,1,1,4,1,1,4,8,0,2,4.325100059,79.6,1,1.4571220617928748,23.513362504,0.5406374397953201,0,0,0,2.9481480389574797,2.258158826507275,2.079687490706236,1
25.0,6.963264839,5.249164757,9,1,3,10,0.133032638,1,0,8,1,0,1,6,3,1,1,3.937521189,89.0,1,0.7538366160890155,62.669383550999996,0.3937520795247921,1,1,0,3.5599998576000056,1.8324478159378395,1.9843188224174058,2
29.0,7.580394038,4.471965369,1,4,1,14,1.707524374,3,1,8,9,3,0,6,5,4,4,5.340484398,74.8,0,0.589938300917346,7.580394038,0.38146314403834686,12,0,0,2.579310255885853,1.6996378515356028,2.3109488090392656,1
25.0,3.100670123,4.528069405,2,3,6,14,1.963379678,2,1,1,8,3,1,2,2,6,2,6.209977864,74.2,1,1.4603513966418167,6.201340246,0.4435698157450132,12,0,1,2.967999881280005,1.7098386415602147,2.491982717436058,1
21.0,7.366201594,4.40416504,7,0,5,8,0.687004277,4,0,8,6,4,0,1,9,1,4,5.857249999,93.6,0,0.5978881226518706,51.563411157999994,0.7321561583554803,4,1,0,4.457142644897969,1.6871699599720942,2.420175613256195,2
18.0,3.272566117,5.522247587,9,3,6,10,2.721741207,0,1,9,7,2,1,2,5,4,2,7.262560935,85.3,1,1.687436006526371,29.453095053000002,0.7262560208743979,0,1,1,4.738888625617298,1.8752190384681229,2.694913901222078,2
22.0,9.051032728,8.494103216,2,1,4,9,1.521818533,2,1,3,4,4,1,9,5,3,3,9.984089187,70.6,1,0.9384677453717694,18.102065456,1.1093431197396535,6,0,0,3.2090907632231467,2.2506708917784772,3.159760938267324,1
19.0,8.297111169,8.445595034,2,0,6,14,0.442907892,3,1,5,9,4,1,8,9,6,4,9.682965273,73.3,1,1.0178957282938474,16.594222338,0.6916403272399767,18,0,0,3.857894533795024,2.2455484988631866,3.1117463381516175,1
23.0,6.096056638,1.705041821,8,4,1,8,1.368201435,3,0,6,2,4,0,8,4,6,2,6.938700743,88.1,1,0.27969581691150014,48.768453104,0.8673374844578146,18,1,0,3.8304346160680596,0.9951173728073963,2.634141367314974,2
26.0,7.951779,7.557569145,5,2,3,13,0.115758602,2,1,4,7,0,1,9,8,4,3,2.517936024,83.7,0,0.9504248287804743,39.758895,0.1936873715625099,8,0,0,3.219230645414206,2.1468161714363028,1.5868005621375358,1
30.0,9.497274687,1.333891861,8,4,8,8,2.050082385,4,0,2,4,4,0,3,8,4,3,3.785800833,89.4,1,0.14044994638050248,75.978197496,0.47322504497186946,16,1,0,2.97999990066667,0.8475372007430154,1.9457134508966114,2
26.0,9.50397664,10.2819415,4,4,1,10,2.17272236,3,1,1,4,4,0,9,5,0,2,9.920944689,77.4,1,1.0818566593344807,38.01590656,0.9920943696905632,0,0,0,2.97692296242604,2.423203350053499,3.1497531155631866,1
30.0,5.393336947,6.063619557,9,4,5,5,2.686211174,4,0,5,8,0,1,7,4,3,4,9.420734212,95.3,1,1.1242795494342865,48.540032523,1.8841464655707068,12,1,0,3.176666560777781,1.9549576052545112,3.0693214579121553,2
28.0,9.969417766,11.48637884,6,0,6,8,1.114869031,1,1,8,8,0,0,7,7,2,4,3.108297311,78.2,1,1.1521613355407927,59.816506595999996,0.3885371153078606,2,0,0,2.7928570431122486,2.524638357361392,1.7630363895847414,1
21.0,9.867825355,1.799321463,1,3,9,12,0.819070055,4,0,1,8,4,0,7,4,3,3,4.978602623,77.2,0,0.1823422300178893,9.867825355,0.4148835173430402,12,0,0,3.6761903011337953,1.0293770531705169,2.23127824867272,1
21.0,8.005701129,7.822583339,5,3,9,4,0.293112311,1,0,5,4,0,1,4,3,4,4,8.647006556,81.1,0,0.9771264547382214,40.028505645,2.1617510985622252,4,0,0,3.8619045780045433,2.177314722711395,2.9405792891877613,1
23.0,6.183350398,4.187007821,1,1,1,10,2.105732706,0,0,5,5,4,0,4,5,1,3,3.355930091,64.7,0,0.6771421437174482,6.183350398,0.33559297554070244,0,0,0,2.813043355954637,1.646157003176108,1.8319197829053542,0
30.0,5.611858329,5.522587701,6,4,6,6,1.548986168,4,1,6,1,0,1,6,8,2,3,3.727678302,85.7,0,0.9840923261317905,33.671149974,0.6212796134533978,8,0,0,2.8566665714444475,1.8752711838563272,1.9307196331937997,2
28.0,7.836187836,5.300091695,2,0,8,11,1.746602702,1,0,9,3,4,1,1,4,1,1,7.555543643,70.0,0,0.6763608950630449,15.672375672,0.6868675414665872,1,0,0,2.4999999107142887,1.8405641880534722,2.7487349168299224,0
18.0,7.879950641,11.74102182,4,4,5,10,0.594326144,0,1,9,9,3,0,3,5,0,2,8.412073944,73.7,1,1.4899865322663344,31.519802564,0.841207310279269,0,0,0,4.0944442169753215,2.5448268525792073,2.9003575545094433,1
24.0,4.927017494,9.80151341,4,4,6,8,0.325583372,2,0,3,6,0,0,7,5,2,1,1.556623965,76.8,1,1.9893396832051753,19.708069976,0.19457797130275362,4,0,1,3.199999866666672,2.3796862548683606,1.247647372056704,1
18.0,4.255492072,3.934740044,1,0,9,13,1.137371732,2,0,1,6,0,0,3,9,4,1,7.079063892,74.5,1,0.9246261190952304,4.255492072,0.5445433344197436,8,0,1,4.13888865895063,1.5962999955101744,2.6606510278501387,1
29.0,7.935974019,6.565183802,5,3,9,13,2.802439245,1,1,1,8,3,0,9,7,1,3,6.707277965,80.2,0,0.827268708165272,39.679870095,0.5159444191581216,1,0,0,2.7655171460166503,2.0235566433100054,2.5898413011225223,1
24.0,6.186203942,9.555007011,1,4,1,9,0.639039252,1,0,7,4,0,0,5,6,3,2,4.216126332,69.1,1,1.544566838729864,6.186203942,0.4684584292823968,3,0,0,2.8791665467013936,2.356600345535023,2.053320805914166,0
28.0,6.751545552,8.627152924,1,3,5,8,1.950969969,3,0,9,6,0,0,6,2,0,4,9.032338392,71.3,1,1.2778039605524742,6.751545552,1.1290421578697303,0,0,0,2.546428480484697,2.2645875355766982,3.0053848991435355,1
25.0,5.813210399,4.345040996,1,4,6,5,2.089326627,1,0,6,3,0,1,7,6,0,1,3.27645252,69.1,0,0.7474424543974854,5.813210399,0.6552903729419254,0,0,0,2.763999889440004,1.6761692144195308,1.8100973785959693,0
27.0,7.00825063,4.233084366,8,2,7,6,2.619018924,2,0,1,2,0,1,7,7,1,4,5.317443054,80.5,1,0.6040143233270293,56.06600504,0.8862403612932731,2,1,0,2.9814813710562453,1.6550008491787076,2.30595816397436,1
19.0,4.93908767,5.90958996,6,4,0,8,1.01074151,1,0,8,7,4,0,1,9,5,1,1.440991034,83.3,1,1.196494000177567,29.634526020000003,0.18012385673451795,5,0,1,4.384210295567879,1.9329102959320552,1.2004128598111568,1
26.0,9.449152585,8.997203797,9,3,6,5,1.859087566,2,0,3,1,0,0,3,9,0,2,1.251321578,86.5,1,0.9521703416147828,85.04237326500001,0.25026426554714687,0,1,0,3.326922948964502,2.302305433593,1.1186248602637079,2
20.0,7.08233563,8.622122521,1,1,2,6,0.857782679,0,0,7,3,4,1,2,1,1,4,5.366023606,65.9,1,1.2174121298439324,7.08233563,0.8943371186104802,0,0,0,3.2949998352500085,2.264064876619597,2.316467916030783,0
25.0,3.363925464,8.285497049,3,1,7,8,0.729908629,1,1,6,8,1,1,5,1,1,4,9.300165884,70.4,1,2.4630434516537636,10.091776392,1.1625205901849263,1,0,1,2.8159998873600047,2.228453725843586,3.0496173340273365,1
19.0,3.222206358,7.706500991,1,2,8,13,2.846390138,2,0,3,3,0,1,9,3,5,1,7.463951456,72.6,1,2.3916837542644576,3.222206358,0.5741500678346102,10,0,1,3.821052430470924,2.1640699869602997,2.732023326401149,1
23.0,5.963346009,11.066083,3,2,2,7,1.071472769,2,0,9,5,0,0,8,7,5,3,8.211541226,75.6,1,1.8556832234144434,17.890038027000003,1.17307715041755,10,0,0,3.286956378827983,2.4903984588279955,2.86557868954946,1
29.0,7.613317871,6.218784056,1,4,5,14,1.033323918,2,0,1,8,0,1,7,9,5,1,9.803646023,69.5,0,0.8168295800256125,7.613317871,0.7002603801956873,10,0,0,2.396551641498219,1.9766865254252244,3.131077454008444,0
22.0,4.47862282,4.671542568,4,1,2,10,0.56933668,1,0,9,6,3,1,9,7,3,4,6.829443195,76.3,1,1.0430754525840036,17.91449128,0.6829442512055749,3,0,1,3.468181660537197,1.7354611385869596,2.6133203391471165,1
23.0,9.980665299,3.561444126,2,0,6,4,2.751526305,1,1,1,7,2,0,8,9,0,1,4.993837789,65.1,0,0.35683430537666955,19.961330598,1.2484591351352161,0,0,0,2.830434659546319,1.5176392676874861,2.234689640419895,0
28.0,3.43675848,6.103839592,4,0,9,12,2.924210832,0,0,7,6,4,1,4,5,4,4,1.785599179,74.2,1,1.7760450294880687,13.74703392,0.1487999191833401,0,0,1,2.6499999053571464,1.960635425479983,1.336263139879268,1
21.0,3.469115764,11.20520306,8,0,1,6,1.338111983,0,1,9,8,1,1,8,8,0,3,4.986596683,84.3,1,3.229987291370398,27.752926112,0.8310993086501153,0,1,1,4.014285523129261,2.5018623411501935,2.2330688934737326,1
30.0,8.718817351,8.783826443,2,3,2,4,1.960300258,1,1,6,6,3,1,8,7,4,3,6.333261184,69.5,1,1.007456066795169,17.437634702,1.583314900171275,4,0,0,2.316666589444447,2.2807306593681735,2.516597143763777,0
21.0,3.497244223,2.253624758,6,3,2,7,1.01431969,4,1,3,3,3,1,8,7,0,3,2.364335841,84.4,1,0.6443999817853207,20.983465338000002,0.337762214748255,0,0,1,4.019047427664408,1.1797696849991872,1.5376396980437257,1
25.0,3.706846748,6.041998274,9,4,6,7,1.82515265,1,0,1,5,0,0,7,6,5,2,5.158719331,88.6,1,1.6299558775404013,33.361620732,0.7369597991486001,5,1,1,3.543999858240005,1.951891975632007,2.2712814292817174,2
19.0,6.078183406,4.219206074,4,1,8,9,2.511223337,4,0,4,7,0,1,3,8,3,3,7.707495432,80.7,0,0.6941556544146745,24.312733624,0.8563882861790794,12,0,0,4.247368197506937,1.65234529722377,2.7762376396843265,1
30.0,4.948579372,6.999707452,7,0,6,6,1.65090718,2,1,4,2,2,1,7,9,4,4,6.394695058,84.2,1,1.414487979543722,34.640055604000004,1.065782332036278,8,1,1,2.8066665731111144,2.079404972511192,2.5287734295503816,1
21.0,8.58805238,2.467579691,9,0,8,8,2.072865361,4,1,2,8,3,1,5,9,3,2,5.979244834,86.2,1,0.2873270090223869,77.29247142,0.7474055108243113,12,1,0,4.104761709297061,1.2434568552066403,2.445249442081523,2
28.0,3.907752848,2.147443961,6,4,6,10,1.979184421,1,1,1,3,3,1,7,3,5,3,4.732659608,82.8,1,0.549534091585392,23.446517088,0.47326591347340863,5,0,1,2.9571427515306157,1.1465906824887486,2.1754676756964235,1
24.0,4.795241427,2.600670311,7,2,4,8,1.725402163,4,0,3,6,4,0,7,5,1,4,8.226333486,84.8,1,0.5423438649017442,33.566689989,1.0282915572135554,4,1,1,3.533333186111117,1.2811200256294613,2.8681585531486924,1
28.0,9.98474599,4.111419743,5,3,4,10,0.605934887,2,0,6,5,4,0,6,6,3,3,1.017869897,76.6,0,0.41177004756532143,49.92372995,0.10178697952130206,6,0,0,2.735714188010207,1.6314772018298052,1.0088953845667052,1
27.0,8.689151727,3.433292609,7,1,3,7,1.762162536,0,1,2,5,1,0,8,5,0,1,4.610855161,86.9,1,0.3951239800782477,60.824062089,0.6586935003294999,0,1,0,3.2185183993141333,1.489142560577558,2.147290190216497,2
20.0,5.39784226,7.938770171,4,1,2,14,2.526417624,1,0,4,5,3,0,8,1,6,1,6.616120624,80.2,1,1.470730028385448,21.59136904,0.4725800108157135,6,0,0,4.00999979950001,2.190398014957422,2.572182074426303,1
20.0,9.233336119,6.597435581,4,4,3,13,1.527556905,1,1,3,9,3,1,1,6,2,3,1.780398034,76.4,0,0.7145234161789734,36.933344476,0.13695368438817815,2,0,0,3.81999980900001,2.0278107667995178,1.3343155676225922,1
27.0,8.132099096,1.000337907,3,3,4,11,2.391637345,1,1,6,2,2,1,9,7,4,1,5.048819297,72.0,1,0.12301101747284743,24.396297288,0.4589835307287699,4,0,0,2.6666665679012382,0.6933161197889102,2.246957787097924,1
22.0,9.376634565,6.801688187,1,1,1,11,1.482052188,3,1,2,4,1,1,9,4,1,2,9.984089187,67.9,1,0.7253868554290988,9.376634565,0.9076443890323284,3,0,0,3.086363496074387,2.054340144507806,3.159760938267324,0
24.0,4.554076098,11.96644359,3,1,0,12,2.143695636,2,0,6,2,4,1,2,5,5,3,5.688466511,78.8,1,2.627633070870773,13.662228294000002,0.4740388364134303,10,0,1,3.283333196527783,2.562364757952262,2.3850506306994825,1
30.0,5.552779154,4.809998863,6,1,0,9,1.77526453,1,1,3,7,4,0,5,6,1,4,3.023335509,80.4,1,0.8662325411055701,33.316674924000004,0.33592613034154106,1,0,0,2.6799999106666696,1.7595803751667267,1.7387741397317824,1
30.0,4.847225912,4.954403413,8,2,7,8,2.597684405,1,0,3,8,1,1,5,7,5,4,2.961714535,85.3,1,1.0221108899883908,38.777807296,0.3702142705982162,5,1,1,2.8433332385555583,1.7841310152529737,1.7209632578878609,2
23.0,6.619545486,5.547525735,5,0,5,14,1.229559085,1,0,3,1,3,0,7,7,5,1,9.702729385,79.5,0,0.83805223616644,33.09772743,0.6930520494248537,5,0,0,3.456521588846887,1.879087227899833,3.114920446014633,1
18.0,9.98474599,1.94210732,5,2,5,14,1.453156582,2,1,5,5,1,0,7,6,2,2,4.297065579,83.6,1,0.194507414353621,49.92372995,0.30693323371905473,4,0,0,4.644444186419767,1.0791261000999142,2.0729364628468474,1
23.0,6.624956603,11.96644359,6,4,2,10,2.539935721,2,1,5,8,0,1,9,6,2,2,3.623413388,85.6,1,1.806267195518534,39.749739618,0.36234130256586977,4,0,0,3.7217389686200444,2.562364757952262,1.9035265661398058,2
28.0,4.708285707,9.191303654,1,3,6,5,1.996717516,4,0,2,6,0,0,7,7,0,2,8.817248223,73.0,0,1.9521546214114187,4.708285707,1.7634492919101417,0,0,1,2.6071427640306153,2.3215347736935006,2.969385159085968,1
30.0,3.010316755,8.656329391,4,1,2,11,1.975890099,2,0,6,5,0,1,1,8,1,2,2.563685733,77.2,1,2.8755533785834513,12.04126702,0.2330623181761529,2,0,1,2.5733332475555586,2.2676135957859036,1.6011513772907295,1
18.0,6.480857231,6.666325681,5,0,2,9,0.950908731,1,1,8,2,3,0,4,5,2,3,5.382039297,79.0,0,1.028617729842145,32.404286155,0.5980042998884112,2,0,0,4.3888886450617415,2.0368374498806316,2.3199222609820356,1
18.0,8.225013962,4.619698463,7,0,9,7,0.001918383,2,1,6,3,0,0,6,7,3,3,6.958667454,82.6,1,0.5616644449090061,57.575097734,0.9940952085578274,6,1,0,4.5888886339506305,1.7262780081956952,2.6379286294363613,1
24.0,8.264249463,5.144842371,2,4,5,8,1.878206062,2,1,3,5,2,1,6,1,0,4,4.356239651,70.6,0,0.6225419224688374,16.528498926,0.544529888308764,0,0,0,2.941666544097227,1.8156130911023347,2.087160667270251,1
24.0,4.453943065,6.675405437,7,2,1,4,2.579546704,3,1,3,1,0,0,1,1,3,3,4.557279507,79.1,1,1.4987627459124815,31.177601454999998,1.1393195919201018,9,1,1,3.29583319600695,2.038021117745787,2.134778561584316,1
24.0,4.804717988,9.583885547,7,1,7,6,0.944825035,4,0,9,6,0,1,5,3,1,3,5.8334543,84.4,0,1.9946818057281146,33.633025916,0.972242221292963,4,1,1,3.516666520138895,2.359332612978675,2.415254500047562,1
29.0,8.085374098,9.177802714,4,0,6,8,0.947211043,2,1,8,3,1,0,6,6,0,4,1.114336657,75.1,1,1.135111556700718,32.341496392,0.13929206471349193,0,0,0,2.5896550831153418,2.320209144406366,1.055621455352249,1
26.0,4.549924141,7.921605389,7,3,6,7,0.465506245,3,0,3,9,3,0,7,3,3,2,4.302204774,83.6,0,1.741040817928481,31.849468987,0.6146005941999151,9,1,1,3.2153844917159806,2.18847590674341,2.0741756854230067,1
22.0,5.06950323,5.084186978,9,2,5,12,1.321987917,2,1,9,4,3,1,3,3,6,4,8.038114215,97.3,1,1.002896288736305,45.62552907,0.6698427954297671,12,1,0,4.422727071694224,1.8056931066664228,2.8351568237048195,2
20.0,3.58513138,10.15984308,7,4,9,8,1.994254964,2,1,1,4,1,0,4,6,3,4,1.017869897,88.5,1,2.833882267968024,25.09591966,0.12723372122078486,6,1,1,4.424999778750011,2.4123218959224095,1.0088953845667052,2
29.0,6.93524008,1.569727359,7,0,2,10,2.269857454,1,0,3,2,3,0,7,5,5,2,9.984089187,81.2,1,0.2263407055202182,48.54668056,0.9984088188591183,5,1,0,2.799999903448279,0.9437998072873937,3.159760938267324,1
30.0,8.362776815,2.01114258,2,1,9,6,0.001918383,4,0,6,3,0,0,3,7,2,3,3.225659219,76.5,0,0.2404873864271139,16.72555363,0.5376097802317034,8,0,0,2.5499999150000026,1.1023196014173346,1.7960120319752872,1
